subscription_id,customer_id,plan_id,subscription_start_date,subscription_end_date,subscription_status,auto_renew,cancellation_date,cancellation_reason,monthly_price
SUB0001937,CUST001755,PLAN02,2020-08-15,,Active,False,,,15.49
SUB0001938,CUST001756,PLAN02,2019-07-26,,Active,True,,,15.49
SUB0001939,CUST001757,PLAN01,2023-08-29,,Active,False,,,6.99
SUB0001940,CUST001758,PLAN03,2024-09-24,,Active,True,,,22.99
SUB0001941,CUST001759,PLAN02,2022-02-03,,Active,True,,,15.49
SUB0001942,CUST001760,PLAN01,2024-11-02,,Active,True,,,6.99
SUB0001943,CUST001761,PLAN02,2020-12-20,,Active,True,,,15.49
SUB0001944,CUST001762,PLAN03,2021-05-22,,Cancelled,True,2026-03-21,Too expensive,22.99
SUB0001945,CUST001763,PLAN01,2019-04-21,,Active,True,,,6.99
SUB0001946,CUST001764,PLAN01,2020-08-23,,Active,True,,,6.99
SUB0001947,CUST001765,PLAN03,2022-08-26,,Active,True,,,22.99
SUB0001948,CUST001766,PLAN02,2022-05-05,,Active,True,,,15.49
SUB0001949,CUST001767,PLAN01,2025-10-31,,Active,True,,,6.99
SUB0001950,CUST001768,PLAN01,2020-10-30,,Active,True,,,6.99
SUB0001951,CUST001769,PLAN01,2020-08-21,,Active,True,,,6.99
SUB0001952,CUST001770,PLAN02,2024-06-28,,Active,True,,,15.49
SUB0001953,CUST001771,PLAN03,2023-08-28,,Active,True,,,22.99
SUB0001954,CUST001772,PLAN02,2024-10-14,,Active,True,,,15.49
SUB0001955,CUST001773,PLAN03,2021-04-01,2024-05-15,Plan Changed,True,,,6.99
SUB0001956,CUST001773,PLAN01,2024-05-15,,Active,True,,,6.99
SUB0001957,CUST001774,PLAN02,2021-01-28,,Cancelled,True,2025-10-22,Content quality decline,15.49
SUB0001958,CUST001775,PLAN03,2021-02-28,,Cancelled,False,2025-11-29,Content quality decline,22.99
SUB0001959,CUST001776,PLAN03,2020-05-01,,Active,True,,,22.99
SUB0001960,CUST001777,PLAN03,2021-01-03,2024-12-03,Plan Changed,True,,,15.49
SUB0001961,CUST001777,PLAN02,2024-12-03,,Active,True,,,15.49
SUB0001962,CUST001778,PLAN02,2020-01-04,2023-06-02,Plan Changed,False,,,6.99
SUB0001963,CUST001778,PLAN01,2023-06-02,,Active,False,,,6.99
SUB0001964,CUST001779,PLAN02,2020-08-12,,Active,True,,,15.49
SUB0001965,CUST001780,PLAN01,2025-01-10,,Active,True,,,6.99
SUB0001966,CUST001781,PLAN01,2023-02-08,,Cancelled,True,2026-03-20,No longer needed,6.99
SUB0001967,CUST001782,PLAN02,2020-01-18,,Active,True,,,15.49
SUB0001968,CUST001783,PLAN03,2025-03-31,2026-02-04,Plan Changed,True,,,6.99
SUB0001969,CUST001783,PLAN01,2026-02-04,,Active,True,,,6.99
SUB0001970,CUST001784,PLAN01,2023-03-21,,Active,False,,,6.99
SUB0001971,CUST001785,PLAN02,2020-10-11,,Active,True,,,15.49
SUB0001972,CUST001786,PLAN02,2026-03-22,,Active,True,,,15.49
SUB0001973,CUST001787,PLAN01,2023-02-09,,Active,True,,,6.99
SUB0001974,CUST001788,PLAN02,2025-12-24,,Active,True,,,15.49
SUB0001975,CUST001789,PLAN02,2022-02-20,,Active,True,,,15.49
SUB0001976,CUST001790,PLAN01,2021-09-13,,Active,True,,,6.99
SUB0001977,CUST001791,PLAN01,2021-11-30,,Active,True,,,6.99
SUB0001978,CUST001792,PLAN02,2024-12-02,,Cancelled,False,2025-11-16,Payment issues,15.49
SUB0001979,CUST001793,PLAN01,2023-12-04,,Active,True,,,6.99
SUB0001980,CUST001794,PLAN03,2025-12-01,,Active,True,,,22.99
SUB0001981,CUST001795,PLAN02,2022-07-27,,Active,True,,,15.49
SUB0001982,CUST001796,PLAN01,2022-01-25,2025-09-05,Plan Changed,True,,,15.49
SUB0001983,CUST001796,PLAN02,2025-09-05,,Cancelled,True,2026-01-02,Moving / relocation,15.49
SUB0001984,CUST001797,PLAN01,2021-06-28,,Active,True,,,6.99
SUB0001985,CUST001798,PLAN02,2023-08-15,,Active,True,,,15.49
SUB0001986,CUST001799,PLAN02,2022-06-21,,Active,True,,,15.49
SUB0001987,CUST001800,PLAN01,2020-06-25,,Active,True,,,6.99
SUB0001988,CUST001801,PLAN01,2019-01-26,,Active,True,,,6.99
SUB0001989,CUST001802,PLAN01,2025-02-14,,Active,True,,,6.99
SUB0001990,CUST001803,PLAN01,2022-02-27,,Active,True,,,6.99
SUB0001991,CUST001804,PLAN02,2024-09-07,,Active,True,,,15.49
SUB0001992,CUST001805,PLAN02,2022-02-02,,Cancelled,False,2026-01-22,No longer needed,15.49
SUB0001993,CUST001806,PLAN01,2022-09-08,2024-02-14,Plan Changed,True,,,6.99
SUB0001994,CUST001806,PLAN01,2024-02-14,,Cancelled,True,2025-10-21,Too expensive,6.99
SUB0001995,CUST001807,PLAN02,2024-07-31,,Active,True,,,15.49
SUB0001996,CUST001808,PLAN01,2022-02-21,,Active,False,,,6.99
SUB0001997,CUST001809,PLAN02,2023-09-06,,Active,True,,,15.49
SUB0001998,CUST001810,PLAN01,2021-11-18,,Active,True,,,6.99
SUB0001999,CUST001811,PLAN02,2022-11-10,,Active,True,,,15.49
SUB0002000,CUST001812,PLAN02,2021-05-30,,Active,False,,,15.49
SUB0002001,CUST001813,PLAN03,2022-06-04,2023-09-17,Plan Changed,True,,,6.99
SUB0002002,CUST001813,PLAN01,2023-09-17,,Cancelled,True,2026-04-27,Moving / relocation,6.99
SUB0002003,CUST001814,PLAN03,2023-01-10,,Active,False,,,22.99
SUB0002004,CUST001815,PLAN01,2024-11-15,,Active,True,,,6.99
SUB0002005,CUST001816,PLAN01,2021-04-06,,Cancelled,True,2025-12-15,No longer needed,6.99
SUB0002006,CUST001817,PLAN02,2024-12-04,,Active,False,,,15.49
SUB0002007,CUST001818,PLAN03,2023-03-22,,Active,True,,,22.99
SUB0002008,CUST001819,PLAN01,2019-09-12,,Active,True,,,6.99
SUB0002009,CUST001820,PLAN01,2025-03-17,,Active,False,,,6.99
SUB0002010,CUST001821,PLAN03,2024-02-23,,Cancelled,True,2026-02-09,No longer needed,22.99
SUB0002011,CUST001822,PLAN03,2023-04-12,,Active,False,,,22.99
SUB0002012,CUST001823,PLAN02,2022-06-26,,Active,True,,,15.49
SUB0002013,CUST001824,PLAN02,2026-04-23,,Active,True,,,15.49
SUB0002014,CUST001825,PLAN01,2019-02-08,,Active,True,,,6.99
SUB0002015,CUST001826,PLAN02,2023-04-24,,Active,True,,,15.49
SUB0002016,CUST001827,PLAN03,2022-12-09,,Active,True,,,22.99
SUB0002017,CUST001828,PLAN02,2024-12-14,,Cancelled,True,2026-04-02,No longer needed,15.49
SUB0002018,CUST001829,PLAN01,2025-04-25,,Cancelled,True,2025-10-07,Too expensive,6.99
SUB0002019,CUST001830,PLAN02,2021-06-02,,Active,True,,,15.49
SUB0002020,CUST001831,PLAN02,2021-05-22,,Active,True,,,15.49
SUB0002021,CUST001832,PLAN01,2025-04-06,,Active,True,,,6.99
SUB0002022,CUST001833,PLAN03,2023-03-19,,Active,True,,,22.99
SUB0002023,CUST001834,PLAN03,2021-04-21,,Active,True,,,22.99
SUB0002024,CUST001835,PLAN03,2026-05-12,,Cancelled,True,2026-05-24,No longer needed,22.99
SUB0002025,CUST001836,PLAN03,2020-01-18,,Cancelled,False,2025-12-28,Household budget cuts,22.99
SUB0002026,CUST001837,PLAN03,2019-05-02,,Active,True,,,22.99
SUB0002027,CUST001838,PLAN01,2020-02-15,,Active,True,,,6.99
SUB0002028,CUST001839,PLAN02,2024-09-02,,Active,True,,,15.49
SUB0002029,CUST001840,PLAN02,2020-08-29,,Active,True,,,15.49
SUB0002030,CUST001841,PLAN02,2019-09-20,,Active,True,,,15.49
SUB0002031,CUST001842,PLAN03,2025-03-11,,Active,True,,,22.99
SUB0002032,CUST001843,PLAN02,2025-05-08,,Cancelled,False,2026-05-05,Technical issues,15.49
SUB0002033,CUST001844,PLAN02,2024-02-14,,Active,True,,,15.49
SUB0002034,CUST001845,PLAN02,2024-10-24,,Active,True,,,15.49
SUB0002035,CUST001846,PLAN02,2022-04-01,,Active,True,,,15.49
SUB0002036,CUST001847,PLAN01,2026-05-24,,Active,True,,,6.99
SUB0002037,CUST001848,PLAN01,2021-10-28,,Active,True,,,6.99
SUB0002038,CUST001849,PLAN02,2026-02-12,,Active,True,,,15.49
SUB0002039,CUST001850,PLAN03,2025-11-23,,Cancelled,True,2026-03-15,Content quality decline,22.99
SUB0002040,CUST001851,PLAN03,2022-10-26,2024-10-17,Plan Changed,True,,,22.99
SUB0002041,CUST001851,PLAN03,2024-10-17,,Active,True,,,22.99
SUB0002042,CUST001852,PLAN01,2022-04-15,,Active,True,,,6.99
SUB0002043,CUST001853,PLAN03,2023-10-03,,Active,True,,,22.99
SUB0002044,CUST001854,PLAN03,2024-08-05,,Active,True,,,22.99
SUB0002045,CUST001855,PLAN01,2021-04-11,,Active,True,,,6.99
SUB0002046,CUST001856,PLAN01,2024-05-09,,Active,False,,,6.99
SUB0002047,CUST001857,PLAN01,2020-01-31,,Active,True,,,6.99
SUB0002048,CUST001858,PLAN01,2025-12-11,,Cancelled,True,2026-06-01,Found alternative platform,6.99
SUB0002049,CUST001859,PLAN03,2023-03-19,,Active,True,,,22.99
SUB0002050,CUST001860,PLAN01,2024-10-17,,Active,True,,,6.99
SUB0002051,CUST001861,PLAN02,2026-03-12,,Active,True,,,15.49
SUB0002052,CUST001862,PLAN01,2020-12-29,2022-01-13,Plan Changed,False,,,15.49
SUB0002053,CUST001862,PLAN02,2022-01-13,,Cancelled,False,2026-06-12,Too expensive,15.49
SUB0002054,CUST001863,PLAN01,2025-08-16,2026-02-21,Plan Changed,True,,,15.49
SUB0002055,CUST001863,PLAN02,2026-02-21,,Active,True,,,15.49
SUB0002056,CUST001864,PLAN02,2022-10-05,2024-08-31,Plan Changed,False,,,6.99
SUB0002057,CUST001864,PLAN01,2024-08-31,,Cancelled,False,2025-10-17,Content quality decline,6.99
SUB0002058,CUST001865,PLAN03,2025-04-06,,Active,True,,,22.99
SUB0002059,CUST001866,PLAN02,2019-05-12,,Active,True,,,15.49
SUB0002060,CUST001867,PLAN01,2025-06-02,,Active,True,,,6.99
SUB0002061,CUST001868,PLAN01,2025-11-02,2026-01-28,Plan Changed,True,,,6.99
SUB0002062,CUST001868,PLAN01,2026-01-28,,Active,True,,,6.99
SUB0002063,CUST001869,PLAN01,2025-05-13,,Active,True,,,6.99
SUB0002064,CUST001870,PLAN03,2020-01-13,2024-10-20,Plan Changed,True,,,6.99
SUB0002065,CUST001870,PLAN01,2024-10-20,,Active,True,,,6.99
SUB0002066,CUST001871,PLAN01,2023-12-15,,Active,True,,,6.99
SUB0002067,CUST001872,PLAN01,2023-04-05,,Active,True,,,6.99
SUB0002068,CUST001873,PLAN01,2021-01-19,,Active,True,,,6.99
SUB0002069,CUST001874,PLAN01,2025-04-29,,Active,True,,,6.99
SUB0002070,CUST001875,PLAN01,2019-02-01,,Active,True,,,6.99
SUB0002071,CUST001876,PLAN02,2022-03-21,,Active,True,,,15.49
SUB0002072,CUST001877,PLAN03,2023-02-27,,Cancelled,False,2026-04-07,Content quality decline,22.99
SUB0002073,CUST001878,PLAN01,2026-03-24,,Active,False,,,6.99
SUB0002074,CUST001879,PLAN01,2024-05-25,,Active,True,,,6.99
SUB0002075,CUST001880,PLAN02,2025-11-14,,Active,True,,,15.49
SUB0002076,CUST001881,PLAN03,2025-03-09,,Cancelled,True,2025-11-15,Too expensive,22.99
SUB0002077,CUST001882,PLAN01,2021-01-09,,Cancelled,False,2026-01-07,No longer needed,6.99
SUB0002078,CUST001883,PLAN02,2025-07-02,,Active,True,,,15.49
SUB0002079,CUST001884,PLAN01,2019-08-24,,Active,True,,,6.99
SUB0002080,CUST001885,PLAN03,2023-12-21,,Active,False,,,22.99
SUB0002081,CUST001886,PLAN03,2021-06-08,,Cancelled,True,2026-04-19,Too expensive,22.99
SUB0002082,CUST001887,PLAN03,2021-02-08,,Cancelled,True,2026-06-10,Poor customer service experience,22.99
SUB0002083,CUST001888,PLAN01,2024-04-19,,Active,True,,,6.99
SUB0002084,CUST001889,PLAN03,2021-07-17,,Active,True,,,22.99
SUB0002085,CUST001890,PLAN01,2026-03-26,,Cancelled,True,2026-05-20,Not enough content,6.99
SUB0002086,CUST001891,PLAN02,2022-03-21,,Cancelled,True,2026-02-01,Password sharing crackdown,15.49
SUB0002087,CUST001892,PLAN02,2020-10-20,,Active,True,,,15.49
SUB0002088,CUST001893,PLAN01,2019-09-03,2022-02-03,Plan Changed,True,,,22.99
SUB0002089,CUST001893,PLAN03,2022-02-03,,Active,True,,,22.99
SUB0002090,CUST001894,PLAN01,2023-01-07,,Cancelled,True,2025-11-30,Payment issues,6.99
SUB0002091,CUST001895,PLAN01,2022-11-26,,Cancelled,True,2026-03-22,Poor customer service experience,6.99
SUB0002092,CUST001896,PLAN02,2022-05-28,,Active,True,,,15.49
SUB0002093,CUST001897,PLAN02,2021-09-03,,Cancelled,True,2026-05-27,Technical issues,15.49
SUB0002094,CUST001898,PLAN02,2023-08-12,,Active,True,,,15.49
SUB0002095,CUST001899,PLAN02,2021-07-27,,Active,False,,,15.49
SUB0002096,CUST001900,PLAN03,2019-01-31,,Active,True,,,22.99
SUB0002097,CUST001901,PLAN01,2019-08-07,,Active,True,,,6.99
SUB0002098,CUST001902,PLAN01,2023-10-19,,Active,True,,,6.99
SUB0002099,CUST001903,PLAN03,2023-06-23,,Active,True,,,22.99
SUB0002100,CUST001904,PLAN02,2020-02-03,,Active,True,,,15.49
SUB0002101,CUST001905,PLAN01,2026-03-22,,Active,True,,,6.99
SUB0002102,CUST001906,PLAN03,2024-03-05,,Cancelled,False,2026-01-08,Technical issues,22.99
SUB0002103,CUST001907,PLAN03,2024-02-10,,Active,False,,,22.99
SUB0002104,CUST001908,PLAN01,2026-04-08,,Active,True,,,6.99
SUB0002105,CUST001909,PLAN03,2021-12-13,,Active,True,,,22.99
SUB0002106,CUST001910,PLAN03,2023-09-04,,Active,True,,,22.99
SUB0002107,CUST001911,PLAN03,2025-02-08,,Cancelled,True,2026-02-26,Password sharing crackdown,22.99
SUB0002108,CUST001912,PLAN01,2024-05-23,2025-06-05,Plan Changed,True,,,15.49
SUB0002109,CUST001912,PLAN02,2025-06-05,,Active,True,,,15.49
SUB0002110,CUST001913,PLAN02,2022-04-23,,Active,True,,,15.49
SUB0002111,CUST001914,PLAN02,2023-05-21,,Cancelled,True,2026-01-31,No longer needed,15.49
SUB0002112,CUST001915,PLAN03,2022-12-13,2024-09-13,Plan Changed,True,,,22.99
SUB0002113,CUST001915,PLAN03,2024-09-13,,Cancelled,True,2026-01-04,Content quality decline,22.99
SUB0002114,CUST001916,PLAN01,2024-09-21,,Cancelled,True,2026-03-03,Household budget cuts,6.99
SUB0002115,CUST001917,PLAN01,2019-12-22,,Cancelled,True,2026-06-11,Content quality decline,6.99
SUB0002116,CUST001918,PLAN02,2022-06-10,,Active,False,,,15.49
SUB0002117,CUST001919,PLAN01,2024-11-10,,Active,True,,,6.99
SUB0002118,CUST001920,PLAN01,2021-03-10,,Cancelled,True,2026-02-09,Too expensive,6.99
SUB0002119,CUST001921,PLAN01,2021-12-11,,Active,True,,,6.99
SUB0002120,CUST001922,PLAN02,2021-08-28,,Active,False,,,15.49
SUB0002121,CUST001923,PLAN01,2021-05-19,,Cancelled,False,2025-10-08,Too expensive,6.99
SUB0002122,CUST001924,PLAN02,2022-12-07,,Active,True,,,15.49
SUB0002123,CUST001925,PLAN01,2020-03-31,,Cancelled,False,2025-11-13,Too expensive,6.99
SUB0002124,CUST001926,PLAN02,2025-01-31,,Active,False,,,15.49
SUB0002125,CUST001927,PLAN03,2023-04-17,,Active,True,,,22.99
SUB0002126,CUST001928,PLAN03,2022-02-02,,Active,True,,,22.99
SUB0002127,CUST001929,PLAN01,2019-04-27,,Active,True,,,6.99
SUB0002128,CUST001930,PLAN01,2019-07-03,,Active,True,,,6.99
SUB0002129,CUST001931,PLAN03,2021-05-06,,Cancelled,True,2026-04-20,Moving / relocation,22.99
SUB0002130,CUST001932,PLAN02,2019-04-15,,Active,False,,,15.49
SUB0002131,CUST001933,PLAN01,2021-03-30,,Active,True,,,6.99
SUB0002132,CUST001934,PLAN01,2020-11-16,,Cancelled,True,2025-11-30,Poor customer service experience,6.99
SUB0002133,CUST001935,PLAN01,2022-08-28,,Cancelled,False,2026-05-27,Not enough content,6.99
SUB0002134,CUST001936,PLAN01,2023-11-20,,Active,True,,,6.99
SUB0002135,CUST001937,PLAN01,2022-12-30,,Active,True,,,6.99
SUB0002136,CUST001938,PLAN01,2026-01-19,,Active,True,,,6.99
SUB0002137,CUST001939,PLAN01,2020-12-09,,Active,False,,,6.99
SUB0002138,CUST001940,PLAN02,2021-11-13,,Active,True,,,15.49
SUB0002139,CUST001941,PLAN02,2021-05-08,,Active,True,,,15.49
SUB0002140,CUST001942,PLAN02,2023-08-04,,Active,True,,,15.49
SUB0002141,CUST001943,PLAN02,2024-06-23,,Cancelled,True,2025-12-23,Household budget cuts,15.49
SUB0002142,CUST001944,PLAN01,2021-03-12,,Active,True,,,6.99
SUB0002143,CUST001945,PLAN01,2023-12-26,,Active,True,,,6.99
SUB0002144,CUST001946,PLAN02,2026-01-24,,Active,True,,,15.49
SUB0002145,CUST001947,PLAN03,2019-02-20,,Active,True,,,22.99
SUB0002146,CUST001948,PLAN01,2025-04-20,,Cancelled,True,2026-02-01,Too expensive,6.99
SUB0002147,CUST001949,PLAN02,2021-06-10,,Active,True,,,15.49
SUB0002148,CUST001950,PLAN02,2023-02-20,,Active,True,,,15.49
SUB0002149,CUST001951,PLAN01,2021-04-26,,Cancelled,True,2026-04-23,Technical issues,6.99
SUB0002150,CUST001952,PLAN02,2024-03-03,,Active,True,,,15.49
SUB0002151,CUST001953,PLAN02,2020-10-21,,Active,False,,,15.49
SUB0002152,CUST001954,PLAN03,2026-01-02,,Active,False,,,22.99
SUB0002153,CUST001955,PLAN02,2020-03-01,,Active,True,,,15.49
SUB0002154,CUST001956,PLAN02,2021-11-09,,Cancelled,True,2026-06-25,Technical issues,15.49
SUB0002155,CUST001957,PLAN01,2019-02-23,,Cancelled,True,2025-10-15,Poor customer service experience,6.99
SUB0002156,CUST001958,PLAN01,2024-12-02,2026-01-01,Plan Changed,False,,,22.99
SUB0002157,CUST001958,PLAN03,2026-01-01,,Active,False,,,22.99
SUB0002158,CUST001959,PLAN02,2023-05-16,,Active,True,,,15.49
SUB0002159,CUST001960,PLAN02,2023-01-06,,Active,True,,,15.49
SUB0002160,CUST001961,PLAN01,2019-01-07,,Active,True,,,6.99
SUB0002161,CUST001962,PLAN03,2022-08-17,,Cancelled,False,2026-04-28,Technical issues,22.99
SUB0002162,CUST001963,PLAN02,2019-10-14,,Active,False,,,15.49
SUB0002163,CUST001964,PLAN01,2021-05-19,,Active,True,,,6.99
SUB0002164,CUST001965,PLAN01,2024-07-25,,Cancelled,True,2026-01-12,Technical issues,6.99
SUB0002165,CUST001966,PLAN01,2021-06-05,2021-12-29,Plan Changed,True,,,6.99
SUB0002166,CUST001966,PLAN01,2021-12-29,,Active,True,,,6.99
SUB0002167,CUST001967,PLAN02,2025-03-01,,Active,True,,,15.49
SUB0002168,CUST001968,PLAN01,2022-08-17,2025-10-23,Plan Changed,False,,,6.99
SUB0002169,CUST001968,PLAN01,2025-10-23,,Active,False,,,6.99
SUB0002170,CUST001969,PLAN01,2026-04-19,,Active,False,,,6.99
SUB0002171,CUST001970,PLAN01,2021-02-06,,Active,True,,,6.99
SUB0002172,CUST001971,PLAN02,2026-01-22,,Cancelled,True,2026-04-12,Found alternative platform,15.49
SUB0002173,CUST001972,PLAN03,2020-01-23,,Active,True,,,22.99
SUB0002174,CUST001973,PLAN03,2022-06-16,,Active,True,,,22.99
SUB0002175,CUST001974,PLAN02,2020-10-07,,Active,True,,,15.49
SUB0002176,CUST001975,PLAN01,2020-10-09,,Active,True,,,6.99
SUB0002177,CUST001976,PLAN03,2019-10-19,,Cancelled,True,2025-10-07,Moving / relocation,22.99
SUB0002178,CUST001977,PLAN03,2020-07-24,2021-09-20,Plan Changed,True,,,6.99
SUB0002179,CUST001977,PLAN01,2021-09-20,,Cancelled,True,2026-02-20,Too expensive,6.99
SUB0002180,CUST001978,PLAN02,2021-09-14,2024-05-26,Plan Changed,True,,,15.49
SUB0002181,CUST001978,PLAN02,2024-05-26,,Active,True,,,15.49
SUB0002182,CUST001979,PLAN02,2021-10-04,,Active,True,,,15.49
SUB0002183,CUST001980,PLAN02,2022-01-14,,Active,True,,,15.49
SUB0002184,CUST001981,PLAN03,2020-08-01,,Active,False,,,22.99
SUB0002185,CUST001982,PLAN02,2026-02-05,,Active,False,,,15.49
SUB0002186,CUST001983,PLAN02,2023-12-12,,Cancelled,True,2026-01-28,Too expensive,15.49
SUB0002187,CUST001984,PLAN02,2023-03-28,,Active,True,,,15.49
SUB0002188,CUST001985,PLAN02,2019-02-27,,Active,True,,,15.49
SUB0002189,CUST001986,PLAN03,2023-01-15,,Active,False,,,22.99
SUB0002190,CUST001987,PLAN01,2022-01-30,,Active,True,,,6.99
SUB0002191,CUST001988,PLAN03,2020-05-09,,Cancelled,True,2025-11-05,No longer needed,22.99
SUB0002192,CUST001989,PLAN01,2024-09-17,,Active,True,,,6.99
SUB0002193,CUST001990,PLAN03,2020-08-08,,Active,True,,,22.99
SUB0002194,CUST001991,PLAN01,2021-03-25,,Active,True,,,6.99
SUB0002195,CUST001992,PLAN02,2026-01-12,,Active,True,,,15.49
SUB0002196,CUST001993,PLAN01,2019-03-27,,Cancelled,False,2025-11-20,Technical issues,6.99
SUB0002197,CUST001994,PLAN01,2020-01-10,,Cancelled,True,2026-03-21,Password sharing crackdown,6.99
SUB0002198,CUST001995,PLAN03,2023-12-21,,Active,False,,,22.99
SUB0002199,CUST001996,PLAN01,2026-03-10,,Active,True,,,6.99
SUB0002200,CUST001997,PLAN01,2021-11-14,,Cancelled,True,2025-11-16,Not enough content,6.99
SUB0002201,CUST001998,PLAN01,2025-07-15,,Cancelled,True,2025-11-13,Found alternative platform,6.99
SUB0002202,CUST001999,PLAN01,2023-05-18,,Active,True,,,6.99
SUB0002203,CUST002000,PLAN02,2019-07-28,,Cancelled,True,2026-02-01,No longer needed,15.49
SUB0002204,CUST002001,PLAN03,2022-02-13,2023-01-20,Plan Changed,True,,,15.49
SUB0002205,CUST002001,PLAN02,2023-01-20,,Cancelled,True,2025-12-20,Content quality decline,15.49
SUB0002206,CUST002002,PLAN01,2024-11-09,,Active,True,,,6.99
SUB0002207,CUST002003,PLAN02,2022-10-20,,Active,False,,,15.49
SUB0002208,CUST002004,PLAN03,2023-11-01,,Active,True,,,22.99
SUB0002209,CUST002005,PLAN01,2020-05-22,,Cancelled,False,2025-11-10,Payment issues,6.99
SUB0002210,CUST002006,PLAN03,2022-11-12,,Active,True,,,22.99
SUB0002211,CUST002007,PLAN01,2025-11-06,,Active,True,,,6.99
SUB0002212,CUST002008,PLAN02,2024-11-06,,Active,True,,,15.49
SUB0002213,CUST002009,PLAN01,2024-02-09,,Active,True,,,6.99
SUB0002214,CUST002010,PLAN01,2025-01-21,,Active,True,,,6.99
SUB0002215,CUST002011,PLAN02,2022-10-15,,Active,True,,,15.49
SUB0002216,CUST002012,PLAN01,2023-12-16,,Active,True,,,6.99
SUB0002217,CUST002013,PLAN02,2020-02-19,,Cancelled,True,2026-01-07,Household budget cuts,15.49
SUB0002218,CUST002014,PLAN03,2021-03-13,2022-09-11,Plan Changed,True,,,6.99
SUB0002219,CUST002014,PLAN01,2022-09-11,,Cancelled,True,2026-06-04,Not enough content,6.99
SUB0002220,CUST002015,PLAN02,2026-05-08,,Active,False,,,15.49
SUB0002221,CUST002016,PLAN01,2019-08-23,,Cancelled,True,2025-10-06,Found alternative platform,6.99
SUB0002222,CUST002017,PLAN01,2023-06-14,,Cancelled,True,2026-03-17,No longer needed,6.99
SUB0002223,CUST002018,PLAN01,2019-10-10,,Cancelled,False,2026-05-09,Not enough content,6.99
SUB0002224,CUST002019,PLAN01,2022-11-11,,Cancelled,True,2025-11-16,Not enough content,6.99
SUB0002225,CUST002020,PLAN02,2024-01-22,,Active,True,,,15.49
SUB0002226,CUST002021,PLAN02,2024-02-13,,Active,True,,,15.49
SUB0002227,CUST002022,PLAN01,2025-11-09,,Active,True,,,6.99
SUB0002228,CUST002023,PLAN01,2019-05-25,,Active,True,,,6.99
SUB0002229,CUST002024,PLAN01,2025-07-10,,Active,True,,,6.99
SUB0002230,CUST002025,PLAN03,2021-05-01,,Active,True,,,22.99
SUB0002231,CUST002026,PLAN02,2021-03-17,2023-03-31,Plan Changed,True,,,22.99
SUB0002232,CUST002026,PLAN03,2023-03-31,,Cancelled,True,2026-01-12,Content quality decline,22.99
SUB0002233,CUST002027,PLAN03,2025-01-18,2026-01-28,Plan Changed,True,,,6.99
SUB0002234,CUST002027,PLAN01,2026-01-28,,Active,True,,,6.99
SUB0002235,CUST002028,PLAN01,2023-07-11,,Active,True,,,6.99
SUB0002236,CUST002029,PLAN03,2021-08-14,,Active,True,,,22.99
SUB0002237,CUST002030,PLAN01,2023-11-24,,Active,True,,,6.99
SUB0002238,CUST002031,PLAN02,2021-01-23,,Active,True,,,15.49
SUB0002239,CUST002032,PLAN01,2022-07-23,,Cancelled,True,2026-02-15,Too expensive,6.99
SUB0002240,CUST002033,PLAN02,2025-09-26,,Cancelled,True,2026-06-11,Content quality decline,15.49
SUB0002241,CUST002034,PLAN02,2025-04-14,,Cancelled,True,2025-12-27,No longer needed,15.49
SUB0002242,CUST002035,PLAN01,2023-01-07,,Active,True,,,6.99
SUB0002243,CUST002036,PLAN02,2024-04-26,,Active,True,,,15.49
SUB0002244,CUST002037,PLAN02,2025-06-07,,Cancelled,True,2025-12-16,Too expensive,15.49
SUB0002245,CUST002038,PLAN03,2020-12-27,,Active,True,,,22.99
SUB0002246,CUST002039,PLAN03,2022-06-06,,Active,True,,,22.99
SUB0002247,CUST002040,PLAN01,2021-05-11,,Cancelled,False,2026-04-08,Technical issues,6.99
SUB0002248,CUST002041,PLAN01,2023-03-03,2025-09-11,Plan Changed,True,,,22.99
SUB0002249,CUST002041,PLAN03,2025-09-11,,Cancelled,True,2026-01-24,Too expensive,22.99
SUB0002250,CUST002042,PLAN02,2022-06-22,,Active,True,,,15.49
SUB0002251,CUST002043,PLAN01,2024-05-24,,Cancelled,False,2026-06-18,Too expensive,6.99
SUB0002252,CUST002044,PLAN03,2019-11-24,,Active,False,,,22.99
SUB0002253,CUST002045,PLAN02,2019-03-26,,Cancelled,True,2025-12-06,No longer needed,15.49
SUB0002254,CUST002046,PLAN02,2022-05-15,,Active,True,,,15.49
SUB0002255,CUST002047,PLAN02,2019-06-19,,Active,True,,,15.49
SUB0002256,CUST002048,PLAN03,2019-02-21,2022-05-21,Plan Changed,True,,,6.99
